title,people
Collateral Damage,"A. Hugo Gutierrez Cuellar, Adam Greenberg, Andrew Davis, Arnold Schwarzenegger, Carlos Benassini, Cliff Curtis, Craig Haagensen, Elias Koteas, Ethan Dampf, Francesca Neri, Graeme Revell, Harry Lennix, J. Kenneth Campbell, Jane Lynch, John B. Josselyn, John Leguizamo, John Turturro, Jorge Zepeda, Jsu Garcia, Lindsay Frost, Madison Mason, Michael Cavanaugh, Michael Milhoan, Miguel Sandoval, Nicholas Pryor, Phil Pastuhov, Rick Worthy, Rodrigo Obregón, Tom Frohling, Tyler Posey, William M. Elvin"
All That Jazz,"Alan Heim, Ann Reinking, Anthony Holland, Ben Vereen, Bob Fosse, CCH Pounder, Cliff Gorman, David Margulies, Deborah Geffner, Erzsebet Foldi, Frankie Man, Giuseppe Rotunno, Irene Kane, Jessica Lange, John Lithgow, Kathryn Doby, Keith Gordon, Leland Palmer, Max Wright, Michael Tolan, Ralph Burns, Robert Alan Aurthur, Robert Hitt, Roy Scheider, Sandahl Bergman, Sue Paul, Wallace Shawn, William LeMassena"
Mirror Mirror,"Adam Butcher, Alan Menken, Alex Ivanovici, André Lanthier, Armie Hammer, Arthur Holden, Bonnie Bentley, Brendan Galvin, Danny Woodburn, Dawn Ford, Eric Davis, Frank Welker, Joe Gnoffo, Jordan Prentice, Julia Roberts, Kathleen Fee, Kimberly-Sue Murray, Kwasi Songui, Lily Collins, Lisa Noto, Lisa Roberts Gillan, Mare Winningham, Mark Povinelli, Martin Klebba, Michael Lerner, Mélodie Simard, Nadia Verrucci, Nathan Lane, Nicholas Guest, Richard Jutras, Robert Emms, Ronald Lee Clark, Sean Bean, Sebastian Saraceno, Tarsem Singh, William Calvert"
Scott Pilgrim vs. the World,"Abigail Chu, Alison Pill, Anna Kendrick, Aubrey Plaza, Ben Lewis, Bill Hader, Bill Pope, Brandon Routh, Brie Larson, Chantelle Chung, Chris Evans, Clifton Collins Jr, Edgar Wright, Ellen Wong, Emily Kassie, Erik Knudsen, Ingrid Haas, Jason Schwartzman, Jean Yoon, John Patrick Amedori, Johnny Simmons, Kieran Culkin, Kristina Pesic, Mae Whitman, Mark Webber, Marlee Otto, Mary Elizabeth Winstead, Michael Cera, Nelson Franklin, Satya Bhabha, Thomas Jane, Will Seatle Bowes"
The Core,"Aaron Eckhart, Alec Medlock, Alejandro Abellan, Alfre Woodard, Alonso Oyarzun, Andrew M. Robinson, Andrew Neskoromny, Angelica Hayden, Anthony Harrison, Bart Anderson, Benjamin Barton, Bruce Greenwood, Chris Humphreys, Christopher Shyer, Christopher Woods, Christopher Young, Claire Riley, Cooper Layne, Costa Spanos, DJ Qualls, Delroy Lindo, Dick Gardner, Dion Johnstone, Eileen Pedde, Ermanno De Biagi, Fred Ewanuick, Fred Keating, Glenn Morshower, Greg Bennett, Hilary Swank, Hrothgar Mathews, Jeffrey Gold, Jennifer Spence, Jim Brebner, John Lindley, John Rogers, John Shaw, Jon Amiel, Justin Callan, Kurt E. Soderling, Laurie Murdoch, Lenie Scoffié, Marcello Laurentis, Marke Driesschen, Matt Winston, Michael St. John Smith, Ming-Tzong Hong, Monique Martel, Nathaniel DeVeaux, Nickolas Baric, Nicole Leroux, Pamela Martin, Priscilla Poland, Ray Galletti, Rekha Sharma, Richard Jenkins, Rick Kain, Robert Manitopyes, Robert Paul Lewis, Roberto Roberto, Rosa Di Brigida, Shawn Green, Silver Butler, Stanley Tucci, Tchéky Karyo, Tom Scholte"
Nutty Professor II: The Klumps,"Anna Maria Horsford, Charles Walker, Chris Elliott, Dean Semler, Duffy Taylor, Earl Boen, Eddie Murphy, Enya Flack, Freda Payne, Gabriel Williams, Harry S. Murphy, Jamal Mixon, Janet Jackson, John Ales, Larry Miller, Melinda McGraw, Nikki Cox, Peter Segal, Richard Gant, Sylvester Jenkins, Wanda Sykes"
Scooby-Doo,"David Eggby, David Newman, Fiona Scott, Freddie Prinze Jr., Guy Norris, Isla Fisher, Linda Cardellini, Mark McGrath, Matthew Lillard, Miguel A. Núñez, Jr., Neil Fanning, Pamela Anderson, Raja Gosnell, Rowan Atkinson, Sarah Michelle Gellar, Scott Innes"
Dredd,"Alan Munro, Anthony Dod Mantle, Deobia Oparei, Domhnall Gleeson, Jason Cope, Joe Vaz, Karl Thaning, Karl Urban, Langley Kirkwood, Lena Headey, Mark Walker, Neil Miller, Nicole Bailey, Niels Reedtz Johansen, Olivia Thirlby, Patrick O'Connor, Patrick Rolfe, Paul Leonard-Morgan, Pete Travis, Porteus Xandau, Rakie Ayola, Scott Sparrow, Warrick Grier, Wood Harris"
Click,"Adam Sandler, Billy Slaughter, Cameron Monaghan, Christopher Walken, David Hasselhoff, Dean Semler, Elizabeth DeCicco, Frank Coraci, Henry Winkler, Jake Hoffman, James Earl Jones, Jason Sandler, Jenae Altschwager, Jennifer Coolidge, Jonah Hill, Joseph Castanon, Julie Kavner, Kate Beckinsale, Katie Cassidy, Lorraine Nicholson, Mark O'Keefe, Nick Swardson, Rachel Dratch, Rob Schneider, Rupert Gregson-Williams, Sean Astin, Steve Koren, Tatum McCann, Terry Crews"
Creepshow,"Adrienne Barbeau, Ann Muffly, Bingo O'Malley, Carrie Nye, Christine Forrest, David Early, E.G. Marshall, Ed Harris, Fritz Weaver, Gaylen Ross, George A. Romero, Hal Holbrook, Iva Jean Saraceni, John Amplas, John Harrison, Jon Lormer, Leslie Nielsen, Michael Gornick, Stephen King, Ted Danson, Tom Atkins, Tom Savini, Viveca Lindfors, Warner Shook"
Cats & Dogs 2 : The Revenge of Kitty Galore,"Bette Midler, Brad Peyton, Chris O'Donnell, Christina Applegate, Fred Armisen, J.K. Simmons, Jack McBrayer, James Marsden, Joe Pantoliano, Katt Williams, Kiernan Shipka, Michael Clarke Duncan, Neil Patrick Harris, Nick Nolte, Pascale Hutton, Paul Rodríguez, Roger Moore, Ron J. Friedman, Sean Hayes, Steve Bencich, Wallace Shawn"
Jumper,"AnnaSophia Robb, Barbara Garrick, Barry Peterson, Clark Beasley Jr., Diane Lane, Doug Liman, Elinor Rose Galbraith, Hayden Christensen, Itsuko Kurono, Jamie Bell, Jesse James, Kristen Stewart, Massimiliano Pazzaglia, Max Thieriot, Meredith Henderson, Michael Rooker, Michael Winther, Nathalie Cox, Rachel Bilson, Samuel L. Jackson, Shawn Roberts, Teddy Dunn, Thomas Valentine, Tom Hulce, Tony Nappo, Valentino Visentini"
Hellboy II: The Golden Army,"Anna Walton, Brian Steele, Danny Elfman, Doug Jones, Guillermo Navarro, Guillermo del Toro, James Dodd, Jeffrey Tambor, John Alexander, John Hurt, Luke Goss, Ron Perlman, Selma Blair, Seth MacFarlane"
Zodiac,"Adam Goldberg, Anthony Edwards, Bob Stephenson, Brett Rickaby, Brian Cox, Candy Clark, Charles Fleischer, Chloë Sevigny, Clea DuVall, David Fincher, David Shire, Dermot Mulroney, Donal Logue, Ed Setrakian, Elias Koteas, Harris Savides, Jake Gyllenhaal, Jimmi Simpson, John Carroll Lynch, John Getz, John Lacy, John Terry, June Diane Raphael, Mark Ruffalo, Michel Francoeur, Philip Baker Hall, Richmond Arquette, Robert Downey Jr., Zach Grenier"
The 6th Day,"Alexandra Castillo, Andrew McIlroy, Arnold Schwarzenegger, Michael Rapaport, Michael Rooker, Pierre Mignot, Robert Duvall, Roger Spottiswoode, Ron Cobb, Sarah Wynter, Sean Haworth, Steve Bacic, Taylor Anne Reid, Tony Goldwyn, Wanda Cannon, Wendy Crewson"
Bruce Almighty,"Catherine Bell, Dawn Swiderski, Dean Semler, Don Dowe, Eddie Jemison, Jennifer Aniston, Jim Carrey, John Debney, Jonathan Watson, Lisa Ann Walter, Morgan Freeman, Nora Dunn, Paul Satterfield, Philip Baker Hall, Ryan Craig, Steve Carell, Tom Shadyac"
The Expendables,"Amin Joseph, Antonio Rodrigo Nogueira, Arnold Schwarzenegger, Brandi Hugo, Brian Tyler, Bruce Willis, Charisma Carpenter, David Zayas, Dolph Lundgren, Eric Roberts, Gary Daniels, Giselle Itié, Hank Amos, Jason Statham, Jeffrey L. Kimball, Jet Li, Matthew F. Leonetti, Mickey Rourke, Molly Mikula, R.A. Rondell, Randy Couture, Sassa Nacimento, Senyo Amoaku, Simeon Asenov, Steve Austin, Sylvester Stallone, Terry Crews, Tze Yep, Vern Nobles"
Mission: Impossible,"Andreas Wisniewski, Annabel Mullion, Brian De Palma, Chris Soldo, Dale Dye, Danny Elfman, David Lee, David Schneider, Emilio Estevez, Emmanuelle Béart, Fred Hole, Garrick Hagon, George Hull, Helen Lindsay, Henry Czerny, Ingeborga Dapkunaite, Ion Caramitru, Jean Reno, John Knoll, John McLaughlin, Jon Voight, Karel Dobrý, Keith Campbell, Kristin Scott Thomas, Marcel Iureș, Marek Vašut, Mark Houghton, Michael Rogers, Nathan Osgood, Nick Moore, Olegar Fedoro, Ricco Ross, Rolf Saxon, Stephen H. Burum, Tom Cruise, Valentina Yakunina, Vanessa Redgrave, Ving Rhames"
The Hunger Games,"Alexander Ludwig, Amandla Stenberg, Amber Chaney, Annie Thurman, Anthony Reynolds, Bill Bennett, Bruce Bundy, Dakota Hood, Dayo Okeniyi, Donald Sutherland, Dwayne Boyd, Elizabeth Banks, Ethan Jamieson, Gary Ross, Ian Nelson, Imanol Yepez-Frias, Isabelle Fuhrman, Jack Quaid, Jacqueline Emerson, James Newton Howard, Jennifer Lawrence, Jeremy Bonham, John Collins, John William Ross, Josh Hutcherson, Judd Lormand, Julie Ivey, Kalia Prescott, Karan Kendrick, Kate Kneeland, Kimiko Gelman, Latarsha Rose, Lenny Kravitz, Leven Rambin, Liam Hemsworth, Lindsey Moran, Mackenzie Lintz, Mary Fox, Nelson Ascencio, Paula Malcomson, Phillip Troy Linger, Raiko Bowman, Rhoda Griffis, Sandra Ellis Lafferty, Sharon Conley, Stanley Tucci, Steve Coulter, Tim Taylor, Toby Jones, Tom Stern, Wes Bentley, Willow Shields, Woody Harrelson"
The Hangover Part II,"Andrew Howard, Aroon Seeboonruang, Bradley Cooper, Brody Stevens, Bryan Callen, Crystal the Monkey, Ed Helms, Gillian Vigman, Jamie Chung, Jeffrey Tambor, Justin Bartha, Ken Jeong, Manel Soler, Mason Lee, Michael Berry Jr., Mike Tyson, Nick Cassavetes, Nirut Sirichanya, Paul Giamatti, Penpak Sirikul, Sasha Barrese, Sondra Currie, Todd Phillips, Yasmin Lee, Zach Galifianakis"
Batman Returns,"Christopher Walken, Cristi Conaway, Danny DeVito, Danny Elfman, Diane Salinger, Michael Gough, Michael Keaton, Michael Murphy, Michelle Pfeiffer, Pat Hingle, Paul Reubens, Stefan Czapsky, Tim Burton, Vincent Schiavelli"
Over the Hedge,"Allison Janney, Ariel Winter, Avril Lavigne, Bruce Willis, Catherine O'Hara, Eugene Levy, Garry Shandling, Jessie Flower, Karey Kirkpatrick, Madison Davenport, Nick Nolte, Omid Djalili, Sami Kirkpatrick, Shane Baumel, Steve Carell, Thomas Haden Church, Tim Johnson, Wanda Sykes, William Shatner"
Lilo & Stitch,"Alan Silvestri, Amy Hill, Chris Sanders, Daveigh Chase, David Ogden Stiers, Dean DeBlois, Jason Scott Lee, Kevin McDonald, Kevin Michael Richardson, Susan Hegarty, Tia Carrere, Ving Rhames, Zoe Caldwell"
Charlotte's Web,"Abraham Benrubi, André Benjamin, Beau Bridges, Bradley White, Brian Stepanek, Briana Hodge, Cedric the Entertainer, Dakota Fanning, Dale Azzopardi, Danny Elfman, Denise Kirby, Dominic Scott Kay, Don Bridges, Elizabeth Saunders, Ella Scott Lynch, Essie Davis, Fred Tatasciore, Gary Basaraba, Gary Winick, Geoff Burgess, Greg Marian, Ian Watkin, Jennessa Rose, Joel McCrary, John Cleese, Joseph Lotesto, Julia Roberts, Julia Zemiro, Julian O'Donnell, Kathy Bates, Kevin Anderson, Louis Corbett, Maia Kirkpatrick, Michael Roland, Nate Mooney, Nicholas Bell, Oprah Winfrey, Reba McEntire, Robert Plazek, Robert Redford, Robyn Arthur, Sam Shepard, Seamus McGarvey, Siobhan Fallon, Stefano Mazzeo, Steve Buscemi, Teague Rook, Thomas Haden Church"
Deep Impact,"Alex Jaeger, Alimi Ballard, Blair Underwood, Charles Martin Smith, Denise Crosby, Derek de Lint, Dietrich Lohmann, Dougray Scott, E.J. Foerster, Elijah Wood, Eric Rosenberg, James Cromwell, James Horner, Jason Dohring, Jon Favreau, K.C. Colwell, Kurtwood Smith, Laura Innes, Leelee Sobieski, Mary McCormack, Masako Masuda, Maximilian Schell, Mike O'Malley, Mimi Leder, Morgan Freeman, Paul Sonski, Phil Pastuhov, Richard Schiff, Robert Duvall, Ron Eldard, Suzy Nakamura, Tucker Smallwood, Téa Leoni, Una Damon, Vanessa Redgrave, W. Earl Brown"
RED 2,"Adam Shaw, Alan Grice, Aleksandar Mikić, Alexandre Gorchkov, Andrew Byron, Anthony Hopkins, Bentley Kalu, Bianca Bellange, Brian Cox, Bruce Willis, Catherine Zeta-Jones, Cully Hamner, Dan Jeannotte, David Papava, David Thewlis, Dean Parisot, Emilio Doorgasingh, Emma Heming, Enrique Chediak, Eric Davis, Garrick Hagon, Georg Nikoloff, George Georgiou, Helen Mirren, James Jaysen Bryhan, John Malkovich, Jong Kun Lee, Kevin Woodhouse, Khalid Laith, Kirris Riviere, Lee Asquith-Coe, Lee Byung-hun, Martin Sims, Mary-Louise Parker, Michael Hearn, Michael Vardian, Mitchell Mullen, Moe Jeudy-Lamour, Nathalie Buscombe, Nathan Wiley, Neal McDonough, Neve Gachev, Paul Hopkins, Penny Bunton, Philip Arditti, Rebecca Croll, Robert Davide, Sandra Lavoie, Sherif Eltayeb, Steven Berkoff, Terry Maguire, Thomas Thoroe, Tim Pigott-Smith, Tom Hodgkins, Tom Wu, Tony Pritchard, Tony Smith, Tristan D. Lalla, Vincent Hoss-Desmarais, Vlasta Vrána, Wahab Sheikh, Waj Ali, Warren Ellis, Xavier Laurent, Yo Santhaveesuk"
The Longest Yard,"Adam Sandler, Big Boy, Bill Goldberg, Bill Romanowski, Bob Sapp, Brandon Molale, Brian Bosworth, Burt Reynolds, Chris Berman, Chris Rock, Cloris Leachman, Conrad Goode, Courteney Cox, Dalip Singh Rana, Dan Patrick, Dean Semler, Ed Lauter, James Cromwell, Jason Williams, Jim Rome, Kevin Nash, Lobo Sebastian, Michael Irvin, Michael Papajohn, Nelly, Nicholas Turturro, Peter Segal, Rob Schneider, Sean Salisbury, Steve Austin, Steve Reevis, Teddy Castellucci, Terry Crews, Tracy Morgan, William Fichtner"
Alvin and the Chipmunks: Chipwrecked,"Alan Tudyk, Amy Poehler, Andy Buckley, Anna Faris, Christina Applegate, David Cross, Glenn Berger, Jason Lee, Jenny Slate, Jesse McCartney, Jonathan Aibel, Justin Long, Matthew Gray Gubler, Mike Mitchell, Thomas E. Ackerman"
Grown Ups 2,"Ada-Nicole Sanger, Adam Sandler, Akiva Schaffer, Alex Poncio, Alexander Ludwig, Alexys Nycole Sanchez, Allen Covert, Andy Samberg, April Rose, Bobby Moynihan, Cameron Bryce, Cheri Oteri, China Anne McClain, Chris Berman, Chris Rock, Colin Quinn, Dan Patrick, David Spade, Dennis Dugan, Ebony Jo-Ann, Ellen Cleghorne, Erin Heatherton, Frank Gingerich, Georgia Engel, Halston Sage, Jackie Sandler, Jake Goldberg, Jared Sandler, Jon Lovitz, Jonathan Loughran, Jorma Taccone, Kaleo Elam, Kamil McFadden, Kevin Grady, Kevin James, Maria Bello, Maya Rudolph, Melanie Hutsell, Michael Kay, Milo Ventimiglia, Morgan Gingerich, Nadji Jeter, Nick Swardson, Norm Crosby, Oliver Hudson, Patrick Schwarzenegger, Peter Dante, Richie Minervini, Rupert Gregson-Williams, Sadie Sandler, Salma Hayek, Shaquille O'Neal, Steve Austin, Steve Buscemi, Sunny Sandler, Taylor Lautner, Theo van de Sande, Tim Meadows"
Get Smart,"Alan Arkin, Anne Hathaway, Bill Murray, Dalip Singh Rana, David Koechner, David S. Lee, Dean Semler, Dwayne Johnson, James Caan, John Eddins, Masi Oka, Nate Torrence, Patrick Warburton, Peter Segal, Steve Carell, Terence Stamp, Terry Crews, Trevor Rabin"
Something's Gotta Give,"Amanda Peet, Connie Sawyer, Diane Keaton, Frances McDormand, Jack Nicholson, Jon Favreau, KaDee Strickland, Keanu Reeves, Nancy Meyers, Paul Michael Glaser, Rachel Ticotin, Robin Pearson Rose"
Shutter Island,"Bates Wilder, Ben Kingsley, Christopher Denham, Curtiss Cook, Dan Marshall, Drew Beasley, Elias Koteas, Emily Mortimer, Gary Galone, Jackie Earle Haley, John Carroll Lynch, John Franchi, Joseph McKenna, Joseph Sikora, Leonardo DiCaprio, Mark Ruffalo, Martin Scorsese, Max von Sydow, Michelle Williams, Nellie Sciutto, Patricia Clarkson, Raymond Anthony Thomas, Robert Guerra, Robert Richardson, Robin Bartlett, Ruby Jerins, Spencer Treat Clark, Ted Levine, Tom Kemp"
Four Christmases,"Alex Wurman, Brian Baumgartner, Cedric Yarbrough, Colleen Camp, Collette Wolfe, Dwight Yoakam, Haley Hallak, Jack Donner, Jeanette Miller, Jeffrey L. Kimball, Jon Favreau, Jon Voight, Katy Mixon, Kristin Chenoweth, Laura Johnson, Mary Steenburgen, Patrick Van Horn, Peter Billingsley, Reese Witherspoon, Robert Duvall, Seth Gordon, Sissy Spacek, Skyler Gisondo, Steve Wiebe, Tim McGraw, True Bella Pinci, Vince Vaughn, Zak Boggan"
Robots,"Al Roker, Amanda Bynes, Carlos Saldanha, Chris Wedge, Damien Fahey, Drew Carey, Ewan McGregor, Greg Kinnear, Halle Berry, James Earl Jones, Jay Leno, Jennifer Coolidge, Jim Broadbent, John Powell, Lucille Bliss, Marshall Efron, Mel Brooks, Paul Giamatti, Paula Abdul, Robin Williams, Stanley Tucci, Terry Bradshaw, Will Denton"
Face/Off,"Alessandro Nivola, CCH Pounder, Chris Bauer, Colm Feore, Danny Masterson, David McCurley, Dominique Swain, Gina Gershon, Harve Presnell, James Denton, Joan Allen, John Carroll Lynch, John Powell, John Travolta, John Woo, Linda Hoffman, Lisa Boyle, Margaret Cho, Matt Ross, Michael Colleary, Mike Werb, Myles Jeffrey, Nick Cassavetes, Nicolas Cage, Oliver Wood, Robert Wisdom, Thomas Jane"
Bedtime Stories,"Abigail Droeger, Adam Sandler, Adam Shankman, Aisha Tyler, Alex Tyler, Alina Kaufman, Allen Covert, Amanda Burrill, Andrew Collins, Annalise Basso, Austin Honaker, Betsy Hammer, Bill Romanowski, Billy Tyler, Blake Clark, Brian Waller, Carmen Electra, Catherine Kwong, Courteney Cox, Dana Goodman, Dani Jacoby, Danni Katz, Debbie Lee Carrington, Denverly Grant, Gina Cantrell, Guy Pearce, Heather Morris, J.D. Donaruma, JT Alexander, Jackie Sandler, Johntae Lipscomb, Jon Schueler, Jonathan Loughran, Jonathan Morgan Heit, Jonathan Pryce, Julia Lea Wolov, Kathryn Joosten, Keri Russell, Kevin Vyce, Laura Ann Kesling, Lindsey Alley, Lorna Scott, Louis Riviere, Lucy Lawless, Mark Hunter, Melany Mitchell, Mike Andrella, Mikey Post, Nahid Azami, Nick Hermz, Nick Swardson, Nicole Sciacca, Paul Dooley, Pete Brown, Richard Griffiths, Rob Schneider, Robert Harvey, Rodrick Hersh, Russell Brand, Sadie Sandler, Sarah Buxton, Sebastian Saraceno, Seth Howard, Shawna Wesley, Shu Lan Tuan, Taylor Hardick, Teresa Palmer, Thomas Hoffman, Tim Herlihy, Valerie Gervickas, Veronica Bennett, Waymond Lee"
Road to Perdition,"Ciarán Hinds, Conrad L. Hall, Daniel Craig, David Darlow, Diane Dorsey, Doug Spinuzza, Duane Sharp, Dylan Baker, Harry Groener, Heidi Jayne Netzley, Ian Barford, James Greene, Jann Engel, Jeff Okabayashi, Jennifer Jason Leigh, John Judd, Jude Law, K.C. Hodenfield, Keith Kupferer, Kerry Rossall, Kevin Chamberlin, Kurt Naebig, Lance Baker, Lara Phillips, Liam Aiken, Maureen Gallagher, Michael Sassone, Mina Badie, Nicolas Cade, Paul Newman, Peggy Roeder, Rob Maxey, Roderick Peeples, Sam Mendes, Stanley Tucci, Ted Haigh, Thomas Minton, Thomas Newman, Tom Hanks, Tyler Hoechlin"
Just Go with It,"Adam Sandler, Allen Covert, Bailee Madison, Brooklyn Decker, Dan Patrick, Dave Matthews, Dennis Dugan, Elena Satine, Griffin Gluck, Jackie Sandler, Jennifer Aniston, Jessica Jade Andres, Keegan-Michael Key, Kevin Nealon, Mario Joyner, Minka Kelly, Nick Swardson, Nicole Kidman, Rachel Dratch, Rachel Specter, Rakefet Abergel, Rupert Gregson-Williams, Sadie Sandler, Theo van de Sande"
Con Air,"Angela Featherstone, Bill Cusack, Bob Stephenson, Brendan Kelly, Brian Willems, Carl Ciarfalio, Colm Meaney, Conrad Goode, Danny Trejo, Dave Chappelle, David Ramsey, David Tattersall, Don Charles McGovern, Doug Dearth, Doug Hutchison, Dylan Haggerty, Emilio Rivera, Fredric Lehne, George Randall, Harley Zumbrum, Jamie Bozian, Jeris Poindexter, Jesse Borrego, John Cusack, John Malkovich, John Marshall Jones, John Roselius, José Zúñiga, Kevin Gage, Landry Allbright, M.C. Gainey, Mario Roberts, Mark Mancina, Mongo Brownlee, Monica Potter, Mykelti Williamson, Ned Bellamy, Nick Chinlund, Nicolas Cage, Rachel Ticotin, Renoly Santiago, Simon West, Steve Buscemi, Steve Eastin, Tommy Bush, Trevor Rabin, Ty Granderson Jones, Ving Rhames"
Eagle Eye,"Anthony Azizi, Anthony Mackie, Bill Smitrovich, Billy Bob Thornton, Brian Tyler, Cameron Boyce, Charles Carroll, D.J. Caruso, Dan McDermott, Dariush Kashani, Dariusz Wolski, Deborah Strang, Ethan Embry, Hillary Seitz, Julianne Moore, Kevin Kavanaugh, Larry Blanford, Lynn Cohen, Madylin Sweeten, Marc Singer, Martha Johnston, Michael Chiklis, Michelle Monaghan, Nathan Geist, Nicol Paone, Rosario Dawson, Shia LaBeouf, William Sadler"
Cold Mountain,"Alessandro Alberti, Anthony Minghella, Brendan Gleeson, Charlie Hunnam, Cillian Murphy, Costin Nastac, Cristian Ivan, Dimitri Capuani, Donald Sutherland, Eileen Atkins, Emily Deschanel, Ethan Suplee, Gabriel Yared, Giovanni Ribisi, Jack White, James Rebhorn, Jamie Lee, Jena Malone, John Seale, Jude Law, Kathy Baker, Lucas Black, Natalie Portman, Nicole Kidman, Olivia Postolache, Philip Seymour Hoffman, Ray Winstone, Renée Zellweger, Robert Guerra, Serban Porupca, Taryn Manning, Tom Aldredge, Vlad Vieru, William Boyer"
The Book of Eli,"Al Goto, Albert Hughes, Allen Hughes, Angelique Midthunder, Arron Shiver, Atticus Ross, Brad Martin, Brian Neal Lucero, Chris Browning, Claudia Sarne, Clay Donahue Fontenot, Darrin Prescott, David Midthunder, David Wald, Denzel Washington, Don Burgess, Don Thai Theerathada, Eddie Perez, Edward A. Duran, Elizabeth Flaherty, Evan Jones, Frances de la Tour, Gary Oldman, Gary Whitta, Geoff Hubbard, Heidi Pascoe, Jennifer Beals, Jennifer Caputo, Jermaine Washington, Joe Pingue, John Koyama, Justin Tade, Karin Silvestri, Lateef Crowder, Laurence Chavez, Leopold Ross, Lora Martinez-Cunningham, Luis Bordonada, Malcolm McDowell, Michael Gambon, Mike Gunther, Mike McCarty, Mike Seal, Mila Kunis, Ray Stevenson, Richard Cetrone, Sala Baker, Scott Michael Morgan, Scott Wilder, Spencer Sano, Thom Williams, Tim Rigby, Todd Schneider, Tom Waits"
Flubber,"Benjamin Brock, Christopher McDonald, Clancy Brown, Dakin Matthews, Dean Cundey, Edie McClurg, Jodi Benson, Les Mayfield, Leslie Stefanson, Malcolm Brownson, Marcia Gay Harden, Nancy Olson, Raymond J. Barry, Robin Williams, Sam Lloyd, Ted Levine, Wil Wheaton, Zack Zeigler"
